gene	drug	regulatory approval	indication	interaction score
NTRK2	DOVITINIB	Not Approved	antineoplastic agent	0.01054835291147414
NTRK2	RG-1530	Not Approved	""	0.01133386855381796
NTRK2	SP-600125	Not Approved	""	0.0119706027422347
NTRK2	MK-2461	Not Approved	""	0.04439098516912035
NTRK2	LAROTRECTINIB SULFATE	Approved	""	0.3551278813529628
NTRK2	GW441756X	Not Approved	""	0.01639051760090597
NTRK2	LAROTRECTINIB	Approved	""	1.33172955507361
NTRK2	ILORASERTIB	Not Approved	""	0.009184341759128347
NTRK2	SELITRECTINIB	Not Approved	""	0.3551278813529628
NTRK2	SNS-314	Not Approved	antineoplastic agent	0.02536627723949734
SIRT3	PANOBINOSTAT	Approved	antineoplastic agent	0.4078421762412932
SIRT3	CHEMBL:CHEMBL1501622	Not Approved	""	26.10189927944276
SIRT3	SURAMIN	Not Approved	""	0.6868920863011254
SIRT3	NIACINAMIDE	Approved	""	8.700633093147589
CXCR4	CXCR4 ANTAGONIST USL311	Not Approved	""	2.088151942355421
CXCR4	MSX-122	Not Approved	antineoplastic agent	6.264455827066264
CXCR4	PLERIXAFOR	Approved	antineoplastic agent	3.828278560984939
CXCR4	ULOCUPLUMAB	Not Approved	antineoplastic agent	6.264455827066264
CXCR4	CISPLATIN	Approved	""	0.01420511525411851
CXCR4	BALIXAFORTIDE	Not Approved	""	2.088151942355421
CXCR4	CHEMBL:CHEMBL1221944	Not Approved	""	1.392101294903614
CXCR4	BURIXAFOR	Not Approved	adjuvant to stem cell transplantation	6.264455827066264
CXCR4	ULOCUPLUMAB	Not Approved	""	1.04407597117771
CXCR4	CHEMBL:CHEMBL2062277	Not Approved	""	4.176303884710843
CXCR4	CHEMBL:CHEMBL2347633	Not Approved	""	4.176303884710843
CXCR4	BEVACIZUMAB	Approved	antineoplastic agent	0.104407597117771
CXCR4	CHEMBL:CHEMBL2347632	Not Approved	""	4.176303884710843
CXCR4	CTCE-9908	Not Approved	""	4.176303884710843
CXCR4	RECOMBINANT CHEMOKINE	Not Approved	""	0.3480253237259035
CXCR4	CHEMBL:CHEMBL2347631	Not Approved	""	4.176303884710843
CXCR4	LY-2624587	Not Approved	""	2.088151942355421
CXCR4	CHEMBL:CHEMBL1242210	Not Approved	""	4.176303884710843
CXCR4	CTCE-0214	Not Approved	""	2.088151942355421
CXCR4	PF-06747143	Not Approved	""	2.088151942355421
CXCR4	CHEMBL:CHEMBL2347630	Not Approved	""	4.176303884710843
CXCR4	MAVORIXAFOR	Approved	HIV,antiviral agent	5.220379855888554
CXCR4	RECOMBINANT RANTES	Not Approved	""	0.6960506474518071
CXCR4	GMI-1359	Not Approved	""	0.6960506474518071
CXCR4	MOTIXAFORTIDE	Approved	antineoplastic agent	3.132227913533132
MTOR	VISTUSERTIB	Not Approved	""	0.09190809605437593
MTOR	EVEROLIMUS	Approved	immunosuppressant	0.2054416264744873
MTOR	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.08873885136284572
MTOR	PYRROLIDINE DITHIOCARBAMATE	Not Approved	""	0.02827941417057721
MTOR	SU9516	Not Approved	""	0.02297702401359398
MTOR	THAPSIGARGIN	Not Approved	""	0.09190809605437593
MTOR	CGS 15943	Not Approved	""	0.03342112583795489
MTOR	RIDAFOROLIMUS	Not Approved	antineoplastic agent	0.7352647684350074
MTOR	PALOMID-529	Not Approved	""	0.3676323842175037
MTOR	PROPAFENONE	Approved	antiarrythmic agent	0.03342112583795489
MTOR	ZOTAROLIMUS	Not Approved	""	0.1225441280725012
MTOR	GEDATOLISIB	Not Approved	""	0.0816960853816675
MTOR	TEMSIROLIMUS	Approved	antineoplastic agent	0.196070604916002
MTOR	DS-3078A	Not Approved	""	0.7352647684350074
MTOR	MTOR INHIBITOR	Not Approved	""	0.06127206403625062
MTOR	SYK INHIBITOR III	Not Approved	""	0.04084804269083374
MTOR	CHEMBL:CHEMBL587620	Not Approved	""	0.07352647684350073
MTOR	PF-04691502	Not Approved	""	0.06127206403625062
MTOR	LY-294002	Not Approved	""	0.04595404802718796
MTOR	ISOPROTERENOL	Approved	Bronchodilator Agents; Cardiotonic Agents	0.01148851200679699
MTOR	ME-344	Not Approved	""	0.007208478121911837
MTOR	ALPELISIB	Approved	""	0.01021201067270843
MTOR	SAMOTOLISIB	Not Approved	""	0.0490176512290005
MTOR	PERPHENAZINE	Approved	Antipsychotic Agents	0.0141397070852886
MTOR	MIBEFRADIL	Not Approved	""	0.02162543436573551
MTOR	TG100-115	Not Approved	""	0.1838161921087518
MTOR	TAFA-93	Not Approved	immunosuppressant	0.3676323842175037
MTOR	SF1126	Not Approved	antineoplastic agent	0.06127206403625062
MTOR	SIROLIMUS ALBUMIN-BOUND NANOPARTICLES	Not Approved	""	0.1225441280725012
MTOR	GOSSYPOL	Not Approved	""	0.007659008004531328
MTOR	PHENETHYLISOTHIOCYANATE	Not Approved	""	0.09190809605437593
MTOR	CHEMBL:CHEMBL599088	Not Approved	""	0.1838161921087518
MTOR	CHEMBL:CHEMBL600334	Not Approved	""	0.1225441280725012
MTOR	CHEMBL:CHEMBL591618	Not Approved	""	0.07352647684350073
MTOR	CAFFEIC ACID PHENETHYL ESTER	Not Approved	""	0.02625945601553598
MTOR	DIPHENYLENEIODONIUM	Not Approved	""	0.04595404802718796
MTOR	CHEMBL:CHEMBL605077	Not Approved	""	0.1838161921087518
MTOR	VANOXERINE	Not Approved	""	0.01838161921087518
MTOR	WIN55212-2	Not Approved	""	0.01750630401035732
MTOR	SAPANISERTIB	Approved	antineoplastic agent	0.04795205011532658
MTOR	BERZOSERTIB	Not Approved	""	0.04084804269083374
MTOR	OSI-027	Not Approved	antineoplastic agent	0.1633921707633349
MTOR	RITANSERIN	Not Approved	""	0.01671056291897744
MTOR	CC-115	Not Approved	""	0.06127206403625062
MTOR	BW723C86	Not Approved	""	0.07352647684350073
MTOR	VS-5584	Not Approved	""	0.06684225167590978
MTOR	RAPALINK-1	Not Approved	""	0.1838161921087518
MTOR	CHEMBL:CHEMBL2348411	Not Approved	""	0.3676323842175037
MTOR	TYRPHOSTIN A9	Not Approved	""	0.01671056291897744
MTOR	DEQUALINIUM	Approved	""	0.02297702401359398
MTOR	PI3K/BET INHIBITOR LY294002	Not Approved	""	0.06127206403625062
MTOR	APITOLISIB	Not Approved	""	0.02827941417057721
MTOR	PI3K INHIBITOR BGT226	Not Approved	""	0.1838161921087518
MTOR	AZD-8055	Not Approved	""	0.5514485763262555
MTOR	METFORMIN HYDROCHLORIDE	Approved	""	0.01312972800776799
MTOR	DOXAZOSIN MESYLATE	Approved	Anticholesteremic Agents; Antihypertensive Agents; Vasodilator Agents	0.03063603201812531
MTOR	BIX-01294	Not Approved	""	0.04595404802718796
MTOR	GDC-0349	Not Approved	""	0.3676323842175037
MTOR	OMIPALISIB	Not Approved	""	0.01838161921087518
MTOR	CAMPTOTHECIN	Approved	antineoplastic agent	0.01050378240621439
MTOR	AMIODARONE HYDROCHLORIDE	Approved	antiarrhytmic agent	0.0141397070852886
MTOR	PWT-33579	Not Approved	""	0.1838161921087518
MTOR	CHEMBL:CHEMBL527620	Not Approved	""	0.1225441280725012
MTOR	3,4-DICHLOROISOCOUMARIN	Not Approved	""	0.02450882561450025
MTOR	INFIGRATINIB	Approved	""	0.01361601423027791
MTOR	CHEMBL:CHEMBL602127	Not Approved	""	0.05251891203107196
MTOR	CANTHARIDIC_ACID	Not Approved	""	0.09190809605437593
MTOR	IDARUBICIN	Approved	Antineoplastic Agents	0.007659008004531328
MTOR	L-741,626	Not Approved	""	0.03342112583795489
MTOR	SF-1126	Not Approved	""	0.04084804269083374
MTOR	PENTAMIDINE ISETHIONATE	Not Approved	""	0.06127206403625062
MTOR	XL765	Not Approved	antineoplastic agent	0.1225441280725012
MTOR	PERHEXILINE MALEATE	Approved	""	0.03342112583795489
MTOR	CHEMBL:CHEMBL303958	Not Approved	""	0.1838161921087518
MTOR	NICLOSAMIDE	Approved	""	0.01361601423027791
MTOR	CATECHOL	Not Approved	""	0.01671056291897744
MTOR	IDAZOXAN	Not Approved	""	0.03063603201812531
MTOR	VANDETANIB	Approved	antineoplastic agent	0.006338489383060408
MTOR	CANERTINIB	Not Approved	""	0.05251891203107196
MTOR	INDOXIMOD	Not Approved	""	0.1225441280725012
MTOR	PKI-179	Not Approved	""	0.1225441280725012
MTOR	FENRETINIDE	Approved	antineoplastic agent	0.01361601423027791
MTOR	CHEMBL:CHEMBL528807	Not Approved	""	0.1225441280725012
MTOR	CALCIMYCIN	Not Approved	""	0.01934907285355282
MTOR	NICARDIPINE	Approved	Anti-Arrhythmia Agents; Antihypertensive Agents	0.02297702401359398
MTOR	EMETINE	Not Approved	""	0.07352647684350073
MTOR	BISLEUCONOTHINE A	Not Approved	""	0.7352647684350074
MTOR	MTOR KINASE INHIBITOR AZD8055	Not Approved	""	0.1838161921087518
MTOR	CHEMBL:CHEMBL195350	Not Approved	""	0.1838161921087518
MTOR	GLASDEGIB	Approved	""	0.09190809605437593
MTOR	RG-7603	Not Approved	""	0.3676323842175037
MTOR	CHEMBL:CHEMBL601364	Not Approved	""	0.02827941417057721
MTOR	PI-103	Not Approved	""	0.01934907285355282
MTOR	IFENPRODIL	Not Approved	""	0.1838161921087518
MTOR	TRIFLUPERIDOL	Not Approved	""	0.1838161921087518
MTOR	BUTACLAMOL	Not Approved	""	0.1838161921087518
MTOR	TERFENADINE	Approved	Anti-Allergic Agents	0.02042402134541687
MTOR	LESTAURTINIB	Not Approved	antineoplastic agent	0.03063603201812531
MTOR	DISULFIRAM	Approved	Alcohol Deterrents	0.00854959033063962
MTOR	CHEMBL:CHEMBL597874	Not Approved	""	0.3676323842175037
MTOR	METFORMIN	Approved	antidiabetic	0.00896664351750009
MTOR	PIMOZIDE	Approved	Antidyskinetics; Antipsychotic Agents	0.01081271718286775
MTOR	AZD8055	Not Approved	""	0.03063603201812531
MTOR	MTORC1/2 KINASE INHIBITOR BI 860585	Not Approved	""	0.3676323842175037
MTOR	MAPROTILINE	Approved	Second-Generation,Antidepressive Agents	0.02827941417057721
MTOR	ROTENONE	Not Approved	""	0.05251891203107196
MTOR	CHEMBL:CHEMBL429095	Not Approved	""	0.007352647684350073
MTOR	PANULISIB	Not Approved	""	0.02297702401359398
MTOR	CHEMBL:CHEMBL528712	Not Approved	""	0.1225441280725012
MTOR	LOPERAMIDE	Approved	Antidiarrheals	0.03063603201812531
MTOR	MIFEPRISTONE	Approved	antidepressant,antipsychotic,for lowering intraocular pressure,opthalmological agent	0.01312972800776799
MTOR	CHEMBL:CHEMBL582278	Not Approved	""	0.3676323842175037
MTOR	YUANHUADINE	Not Approved	""	0.1470529536870014
MTOR	BGT-226	Not Approved	""	0.03342112583795489
MTOR	AMSACRINE	Approved	""	0.02450882561450025
MTOR	1,10-PHENANTHROLINE	Not Approved	""	0.01750630401035732
MTOR	VOXTALISIB	Not Approved	""	0.06893107204078194
MTOR	PWT-33587	Not Approved	""	0.04084804269083374
MTOR	N-OLEOYLDOPAMINE	Not Approved	""	0.02042402134541687
MTOR	ISTIRATUMAB	Not Approved	""	0.1225441280725012
MTOR	BIMIRALISIB	Not Approved	""	0.1225441280725012
MTOR	ZOLANTIDINE	Not Approved	""	0.1225441280725012
MTOR	PAZOPANIB	Approved	antineoplastic agent	0.006449690951184276
MTOR	SALIRASIB	Not Approved	""	0.03342112583795489
MTOR	PAROXETINE HYDROCHLORIDE, HEMIHYDRATE	Approved	antidepressant	0.01470529536870014
MTOR	EBASTINE	Approved	""	0.1225441280725012
MTOR	DACTOLISIB	Not Approved	""	0.05361305603171929
MTOR	GR 127935	Not Approved	""	0.01267697876612081
MTOR	CAPIVASERTIB	Approved	""	0.03676323842175037
MTOR	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	Not Approved	""	0.07352647684350073
MTOR	QUINACRINE	Not Approved	""	0.03676323842175037
MTOR	PF-04691502	Not Approved	""	0.02162543436573551
MTOR	PIMECROLIMUS	Approved	antiinflammatory agent	0.1225441280725012
MTOR	DS-7423	Not Approved	""	0.0490176512290005
MTOR	ONATASERTIB	Not Approved	""	0.3676323842175037
MTOR	EPINEPHRINE	Approved	anestethic	0.009190809605437592
MTOR	PALOMID 529	Not Approved	for treatment of age-related macular degeneration	0.3676323842175037
MTOR	CHEMBL:CHEMBL578420	Not Approved	""	0.3676323842175037
MTOR	HALOPERIDOL DECANOATE	Approved	Antipsychotic Agents	0.004837268213388207
MTOR	TANESPIMYCIN	Not Approved	antineoplastic agent	0.02827941417057721
MTOR	(R,S)-INDATRALINE	Not Approved	""	0.03342112583795489
MTOR	SONOLISIB	Not Approved	""	0.02042402134541687
FN1	ONFEKAFUSP ALFA	Not Approved	""	4.015676812221964
FN1	COMPOUND 28 [PMID: 16460935]	Not Approved	""	4.015676812221964
FN1	L19TNFA	Not Approved	""	4.015676812221964
FN1	RADRETUMAB	Not Approved	""	4.015676812221964
FN1	DAROMUN	Not Approved	""	4.015676812221964
FN1	SUTIMLIMAB	Not Approved	""	4.015676812221964
FN1	MU-BC-1	Not Approved	""	4.015676812221964
FN1	L19IL2	Not Approved	""	8.031353624443929
FN1	AS-1409	Not Approved	""	4.015676812221964
FN1	DACARBAZINE	Approved	Antineoplastic Agents	0.2677117874814643
FN1	OCRIPLASMIN	Approved	""	0.211351411169577
FN1	L19SIP 131I	Not Approved	""	4.015676812221964
FN1	AS1409	Not Approved	antineoplastic agent	1.338558937407321
CDKN2A	RIBOCICLIB	Approved	antineoplastic agent	0.5178948269730707
CDKN2A	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.03389857049278282
CDKN2A	ULIXERTINIB	Not Approved	""	0.3728842754206109
CDKN2A	ALVOCIDIB	Not Approved	antineoplastic agent	0.1775639406764813
CDKN2A	PF-04691502	Not Approved	""	0.3107368961838424
CDKN2A	ILORASERTIB	Not Approved	""	0.0160725980784746
CDKN2A	VEMURAFENIB	Approved	antineoplastic agent	0.2015590677949248
CDKN2A	RONICICLIB	Not Approved	""	0.06658647775368053
CDKN2A	CETUXIMAB	Approved	antineoplastic agent	0.1007795338974624
CDKN2A	SAPANISERTIB	Approved	antineoplastic agent	0.1621235980089612
CDKN2A	TEMOZOLOMIDE	Approved	""	0.1775639406764813
CDKN2A	PF-00477736	Not Approved	""	0.9322106885515273
CDKN2A	HMN-214	Not Approved	""	1.864421377103054
CDKN2A	MILCICLIB	Not Approved	""	0.3389857049278281
CDKN2A	POLO-LIKE KINASE 1 INHIBITOR GSK461364	Not Approved	""	1.864421377103054
CDKN2A	COBIMETINIB	Approved	antineoplastic agent	0.1962548818003215
CDKN2A	GEMCITABINE	Approved	antineoplastic agent	0.04053089950224032
CDKN2A	PANITUMUMAB	Approved	antineoplastic agent	0.09322106885515273
CDKN2A	BUPARLISIB	Not Approved	""	0.1491537101682443
CDKN2A	(10R)-10-METHYL-3-(6-METHYLPYRIDIN-3-YL)-9,10,11,12-TETRAHYDRO-8H-[1,4]DIAZEPINO[5',6':4,5]THIENO[3,2-F]QUINOLIN-8-ONE	Not Approved	""	1.242947584735369
CDKN2A	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.06429039231389842
CDKN2A	CARBOPLATIN	Approved	""	0.04335863667681523
CDKN2A	PALBOCICLIB	Approved	""	1.02360389331148
CDKN2A	EVEROLIMUS	Approved	immunosuppressant	0.1096718457119443
CDKN2A	LETROZOLE	Approved	antineoplastic agent	0.1035789653946141
CDKN2A	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.27767977956854
CDKN2A	DABRAFENIB	Approved	antineoplastic agent	0.2762105743856377
CDKN2A	ABEMACICLIB	Approved	""	0.7850195272012861
PTEN	BUPARLISIB	Not Approved	""	0.1244593872927072
PTEN	PP-242	Not Approved	""	0.17286026012876
PTEN	PANITUMUMAB	Approved	antineoplastic agent	0.05185807803862801
PTEN	PILARALISIB	Not Approved	""	0.06100950357485648
PTEN	GSK2636771	Not Approved	""	0.21607532516095
PTEN	GEFITINIB	Approved	antineoplastic agent	0.01032001553007522
PTEN	AZD6482	Not Approved	""	0.1536535645588978
PTEN	AFATINIB	Approved	antineoplastic agent	0.05762008670958668
PTEN	PEMBROLIZUMAB	Approved	""	0.05238189700871516
PTEN	ERLOTINIB	Approved	antineoplastic agent	0.01234716143776857
PTEN	ENZALUTAMIDE	Approved	antineoplastic agent	0.12964519509657
PTEN	M-2698	Not Approved	""	0.0768267822794489
PTEN	BIRINAPANT	Not Approved	""	0.08643013006438002
PTEN	VEMURAFENIB	Approved	antineoplastic agent	0.07475038275838272
PTEN	VENETOCLAX	Approved	""	0.0314291382052291
PTEN	TIRBANIBULIN	Approved	antineoplastic agent	0.138288208103008
PTEN	METFORMIN	Approved	antidiabetic	0.01686441562231805
PTEN	TRASTUZUMAB	Approved	antineoplastic agent	0.02560892742648297
PTEN	CISPLATIN	Approved	""	0.009407361095442724
PTEN	NVP-AEW541	Not Approved	""	0.17286026012876
PTEN	PF-04691502	Not Approved	""	0.08643013006438002
PTEN	LEUCOVORIN CALCIUM	Approved	adjuvant to chemotherapy	0.02881004335479334
PTEN	VORINOSTAT	Approved	antineoplastic agent	0.01852074215665286
PTEN	PI3K/BET INHIBITOR LY294002	Not Approved	""	0.17286026012876
PTEN	ACALISIB	Not Approved	""	0.0493886457510743
PTEN	ANTINEOPLASTIC AGENT	Not Approved	""	0.0493886457510743
PTEN	SORAFENIB	Approved	antineoplastic agent	0.009018796180630959
PTEN	MULTI-AGC KINASE INHIBITOR AT13148	Not Approved	""	0.3457205202575201
PTEN	RUCAPARIB	Approved	""	0.04321506503219001
PTEN	RISOVALISIB	Not Approved	""	0.3457205202575201
PTEN	NAVITOCLAX	Not Approved	""	0.04321506503219001
PTEN	TAS0612	Not Approved	""	0.06914410405150402
PTEN	FLUOROURACIL	Approved	""	0.01490174656282413
PTEN	GSK2334470	Not Approved	""	0.1152401734191733
PTEN	BORUSSERTIB	Not Approved	""	0.3457205202575201
PTEN	CAPIVASERTIB	Approved	""	0.311148468231768
PTEN	CX-5461	Not Approved	""	0.6914410405150402
PTEN	PLX-4720	Not Approved	""	0.0768267822794489
PTEN	2-METHOXYESTRADIOL	Not Approved	""	0.06914410405150402
PTEN	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.02828622438470619
PTEN	GSK690693	Not Approved	""	0.04321506503219001
PTEN	AZD8835	Not Approved	""	0.1152401734191733
PTEN	EVEROLIMUS	Approved	immunosuppressant	0.17286026012876
PTEN	UPROSERTIB	Not Approved	""	0.06914410405150402
PTEN	PKI-179	Not Approved	""	0.2304803468383467
PTEN	MS417	Not Approved	""	0.2304803468383467
PTEN	BEVACIZUMAB	Approved	antineoplastic agent	0.017286026012876
PTEN	NIVOLUMAB	Approved	antineoplastic agent	0.07978165852096618
PTEN	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.02384279450051862
PTEN	ERDAFITINIB	Approved	""	0.05318777234731078
PTEN	PALBOCICLIB	Approved	""	0.02711533492215843
PTEN	UMI-77	Not Approved	""	0.6914410405150402
PTEN	PAXALISIB	Not Approved	""	0.0628582764104582
PTEN	CC-115	Not Approved	""	0.1152401734191733
PTEN	SAR260301	Not Approved	""	0.12964519509657
PTEN	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.02942302300064001
PTEN	BRAFV600/PI3K INHIBITOR ASN003	Not Approved	""	0.1152401734191733
PTEN	OSIMERTINIB	Approved	""	0.0493886457510743
PTEN	ONATASERTIB	Not Approved	""	0.2304803468383467
PTEN	CAPMATINIB	Approved	""	0.2304803468383467
PTEN	AKT INHIBITOR LY2780301	Not Approved	""	0.17286026012876
PTEN	AZD8055	Not Approved	""	0.05762008670958668
PTEN	ALPELISIB	Approved	""	0.1440502167739667
PTEN	CAPECITABINE	Approved	""	0.01355766746107921
PTEN	PICTILISIB	Not Approved	""	0.1571456910261454
PTEN	SONOLISIB	Not Approved	""	0.05762008670958668
PTEN	TEMOZOLOMIDE	Approved	""	0.04938864575107429
PTEN	OMIPALISIB	Not Approved	""	0.017286026012876
PTEN	ABIRATERONE ACETATE	Approved	antineoplastic agent	0.07408296862661146
PTEN	INFIGRATINIB	Approved	""	0.02560892742648297
PTEN	COBIMETINIB	Approved	antineoplastic agent	0.03639163371131791
PTEN	GEDATOLISIB	Not Approved	""	0.06402231856620742
PTEN	LETROZOLE	Approved	antineoplastic agent	0.03841339113972445
PTEN	PAN-AKT INHIBITOR ARQ751	Not Approved	""	0.2304803468383467
PTEN	AKT INHIBITOR MK2206	Not Approved	""	0.2469432287553715
PTEN	NIRAPARIB	Approved	antineoplastic agent	0.04067300238323766
PTEN	ZSTK474	Not Approved	""	0.0314291382052291
PTEN	IDELALISIB	Approved	antineoplastic agent	0.0768267822794489
PTEN	RIBOCICLIB	Approved	antineoplastic agent	0.05762008670958668
PTEN	OSI-027	Not Approved	antineoplastic agent	0.0768267822794489
PTEN	VISTUSERTIB	Not Approved	""	0.08643013006438002
PTEN	BINIMETINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.06914410405150402
PTEN	DABRAFENIB	Approved	antineoplastic agent	0.06402231856620742
PTEN	VELIPARIB	Not Approved	""	0.0314291382052291
PTEN	MIRDAMETINIB	Not Approved	""	0.04609606936766935
PTEN	VANDETANIB	Approved	antineoplastic agent	0.01788209587538896
PTEN	PI3K INHIBITOR BGT226	Not Approved	""	0.17286026012876
PTEN	OXALIPLATIN	Approved	""	0.03639163371131791
PTEN	ENCORAFENIB	Approved	""	0.1536535645588978
PTEN	BAY1125976	Not Approved	""	0.138288208103008
PTEN	CHEMBL:CHEMBL589258	Not Approved	""	0.3457205202575201
PTEN	SAPANISERTIB	Approved	antineoplastic agent	0.06012530787087306
PTEN	ABT-737	Not Approved	""	0.17286026012876
PTEN	DOCETAXEL ANHYDROUS	Approved	antineoplastic agent	0.00833061494596434
PTEN	PROGESTERONE	Approved	for reducing the risk of pre-term birth for women with short cervix a mid-pregnancy,for prevention of preterm delivery,for symptomatic treatment of menopausal symptoms,neuroprotectant for stroke victims	0.01171933966974644
PTEN	VS-5584	Not Approved	""	0.0628582764104582
PTEN	TAS-117	Not Approved	""	0.17286026012876
PTEN	SAMOTOLISIB	Not Approved	""	0.0921921387353387
PTEN	XL765	Not Approved	antineoplastic agent	0.03841339113972445
PTEN	IZORLISIB	Not Approved	""	0.1152401734191733
PTEN	DS-7423	Not Approved	""	0.02304803468383467
PTEN	TOPOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.02881004335479334
PTEN	IPILIMUMAB	Approved	antineoplastic agent	0.04609606936766935
PTEN	IMATINIB	Approved	antineoplastic agent	0.009603347784931113
PTEN	OLAPARIB	Approved	""	0.0225469904515774
PTEN	ATEZOLIZUMAB	Approved	""	0.01920669556986222
PTEN	GDC-0152	Not Approved	""	0.3457205202575201
PTEN	APITOLISIB	Not Approved	""	0.02659388617365539
PTEN	MEK INHIBITOR CI-1040	Not Approved	""	0.3457205202575201
PTEN	TALAZOPARIB	Approved	""	0.0493886457510743
PTEN	PEMETREXED DISODIUM	Approved	Antineoplastic Agents,antineoplastic agent	0.02659388617365539
PTEN	PANULISIB	Not Approved	""	0.04321506503219001
PTEN	FIMEPINOSTAT	Not Approved	""	0.02659388617365539
PTEN	CARBOPLATIN	Approved	""	0.02412003629703629
PTEN	U0126	Not Approved	""	0.1152401734191733
PTEN	TGX-221	Not Approved	""	0.17286026012876
PTEN	MIRANSERTIB	Not Approved	""	0.17286026012876
PTEN	TASELISIB	Not Approved	""	0.1152401734191733
PTEN	PI3KBETA INHIBITOR AZD8186	Not Approved	""	0.17286026012876
PTEN	CHEMBL:CHEMBL263664	Not Approved	""	0.3457205202575201
PTEN	NERATINIB	Approved	antineoplastic agent	0.04609606936766935
PTEN	RIGOSERTIB SODIUM	Not Approved	""	0.1152401734191733
PTEN	SF1126	Not Approved	antineoplastic agent	0.05762008670958668
PTEN	REGORAFENIB	Approved	antineoplastic agent	0.02095275880348606
PTEN	SELUMETINIB	Approved	""	0.0314291382052291
