entity1,entity2,relation_type
@DISEASE_Alkaptonuria,@CHEMICAL_Homogentisic_Acid,multitype
@DISEASE_Alkaptonuria,@GENE_HGD,multitype
@DISEASE_Alkaptonuria,@CHEMICAL_Phenylalanine,multitype
@DISEASE_Alkaptonuria,@CHEMICAL_Tyrosine,Negative_Correlation
@DISEASE_Alkaptonuria,@CHEMICAL_nitisinone,multitype
@DISEASE_Alkaptonuria,@CHEMICAL_Ascorbic_Acid,multitype
@DISEASE_Alkaptonuria,@CHEMICAL_Acetylcysteine,Negative_Correlation
@DISEASE_Alkaptonuria,@GENE_SAA@,Association
@DISEASE_Alkaptonuria,@GENE_HPD,Association
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Tocotrienols,multitype
@CHEMICAL_Homogentisic_Acid,@GENE_HPD,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_4_hydroxyphenylpyruvic_acid,Association
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Tyrosine,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_pyomelanin,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Arthritis,multitype
@CHEMICAL_Homogentisic_Acid,@GENE_HGD,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Pigmentation_Disorders,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Ascorbic_Acid,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Melanins,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_AA_amyloidosis,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@GENE_PDS1,Association
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Amino_Acids_Aromatic,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Ochronosis,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_nitisinone,multitype
@CHEMICAL_Homogentisic_Acid,@GENE_SAA@,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Nerve_Degeneration,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@DISEASE_Diabetes_Mellitus,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_succinylacetone,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_geranylgeranyl_pyrophosphate,Association
@CHEMICAL_Homogentisic_Acid,@GENE_HPT1,Association
@CHEMICAL_Homogentisic_Acid,@DISEASE_Tyrosinemias,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Osteoarthritis,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@DISEASE_Alkaptonuric_ochronosis,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Tocopherols,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_phenylacetic_acid,Association
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Phenylalanine,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Inflammation,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Heart_Diseases,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Plastoquinone,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_quinone,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Fanconi_Syndrome,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@GENE_FAH,Association
@CHEMICAL_Homogentisic_Acid,@DISEASE_Tendinopathy,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Cartilage_Diseases,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Osteoarthropathy_Primary_Hypertrophic,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Reactive_Oxygen_Species,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Vitamin_E,Association
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Hydrogen_Peroxide,multitype
@CHEMICAL_Homogentisic_Acid,@DISEASE_Heart_Valve_Diseases,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@DISEASE_Metabolic_Diseases,multitype
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_Creatinine,Association
@CHEMICAL_Homogentisic_Acid,@DISEASE_Hemolysis,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@DISEASE_Joint_Diseases,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@DISEASE_Neurodegenerative_Diseases,Positive_Correlation
@CHEMICAL_Homogentisic_Acid,@CHEMICAL_phytyl_diphosphate,Association
@GENE_HGD,@CHEMICAL_Tyrosine,Association
@GENE_HGD,@CHEMICAL_Phenylalanine,Association
@GENE_HGD,@DISEASE_Cataract,multitype
@GENE_HGD,@DISEASE_Ochronosis,Association
@GENE_HGD,@DISEASE_Alkaptonuric_ochronosis,multitype
@GENE_HGD,@CHEMICAL_ethylbenzene,Association
@GENE_HGD,@DISEASE_Arthritis,Association
@CHEMICAL_Phenylalanine,@DISEASE_Neoplasms,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Cognition_Disorders,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_Tyrosine,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Tyrosinemias,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_sapropterin,multitype
@CHEMICAL_Phenylalanine,@GENE_PAH,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Phenylketonurias,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_nitisinone,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_phenylpyruvic_acid,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_succinylacetone,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Obesity,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Inflammation,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Neurologic_Manifestations,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Metabolic_Diseases,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_Cadmium,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_Arsenic,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_Amino_Acids_Aromatic,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Metabolic_Syndrome,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_Lignin,multitype
@CHEMICAL_Phenylalanine,@DISEASE_Liver_Diseases,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_Glutathione,multitype
@CHEMICAL_Phenylalanine,@CHEMICAL_Reactive_Oxygen_Species,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_4_hydroxyphenylacetic_acid,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Melanins,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_4_hydroxybenzoic_acid,multitype
@CHEMICAL_Tyrosine,@GENE_FAH,Association
@CHEMICAL_Tyrosine,@DISEASE_Tyrosinemias,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_succinylacetoacetate,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_nitisinone,multitype
@CHEMICAL_Tyrosine,@DISEASE_Corneal_Dystrophy_Band_Shaped,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_pyomelanin,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Ascorbic_Acid,multitype
@CHEMICAL_Tyrosine,@DISEASE_Ochronosis,multitype
@CHEMICAL_Tyrosine,@GENE_PAH,Association
@CHEMICAL_Tyrosine,@CHEMICAL_Glutathione,multitype
@CHEMICAL_Tyrosine,@GENE_CAT,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Plastoquinone,Association
@CHEMICAL_Tyrosine,@DISEASE_Fibrosis,multitype
@CHEMICAL_Tyrosine,@DISEASE_Depressive_Disorder,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Threonine,multitype
@CHEMICAL_Tyrosine,@GENE_TYR,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Reactive_Oxygen_Species,multitype
@CHEMICAL_Tyrosine,@DISEASE_Liver_Diseases,multitype
@CHEMICAL_Tyrosine,@DISEASE_Cardiovascular_Diseases,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Norepinephrine,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Lysine,multitype
@CHEMICAL_Tyrosine,@DISEASE_Phenylketonurias,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Homovanillic_Acid,multitype
@CHEMICAL_Tyrosine,@DISEASE_Obesity,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Dopamine,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_propionic_acid,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_sapropterin,multitype
@CHEMICAL_Tyrosine,@DISEASE_Metabolic_Syndrome,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Nitric_Oxide,multitype
@CHEMICAL_Tyrosine,@DISEASE_Renal_Insufficiency_Chronic,multitype
@CHEMICAL_Tyrosine,@CHEMICAL_Flavonoids,multitype
@CHEMICAL_Tyrosine,@DISEASE_Osteoarthritis,multitype
@CHEMICAL_Tyrosine,@DISEASE_Intellectual_Disability,multitype
@CHEMICAL_nitisinone,@CHEMICAL_4_hydroxyphenylpyruvic_acid,multitype
@CHEMICAL_nitisinone,@DISEASE_Corneal_Dystrophy_Band_Shaped,Positive_Correlation
@CHEMICAL_nitisinone,@DISEASE_Ochronosis,Negative_Correlation
@CHEMICAL_nitisinone,@DISEASE_Corneal_Diseases,multitype
@CHEMICAL_nitisinone,@DISEASE_Joint_Diseases,Negative_Correlation
@CHEMICAL_nitisinone,@DISEASE_Pigmentation_Disorders,multitype
@CHEMICAL_nitisinone,@DISEASE_Liver_Failure,multitype
@CHEMICAL_nitisinone,@DISEASE_Chemical_and_Drug_Induced_Liver_Injury,multitype
@CHEMICAL_Ascorbic_Acid,@DISEASE_Neoplasms,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Melanins,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_alpha_Tocopherol,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Superoxides,multitype
@CHEMICAL_Ascorbic_Acid,@DISEASE_Colorectal_Neoplasms,multitype
@CHEMICAL_Ascorbic_Acid,@DISEASE_Ochronosis,Negative_Correlation
@CHEMICAL_Ascorbic_Acid,@DISEASE_Inflammation,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Cadmium,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Adenosine_Triphosphate,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Reactive_Oxygen_Species,multitype
@CHEMICAL_Ascorbic_Acid,@GENE_CAT,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Glutathione,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Hydrogen_Peroxide,multitype
@CHEMICAL_Ascorbic_Acid,@GENE_ALPP,multitype
@CHEMICAL_Ascorbic_Acid,@GENE_ALB,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Silver,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Rutin,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Malondialdehyde,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Selenious_Acid,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Acetylcysteine,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_graphene_oxide,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Hydroxyl_Radical,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Phytic_Acid,multitype
@CHEMICAL_Ascorbic_Acid,@GENE_IL6,multitype
@CHEMICAL_Ascorbic_Acid,@DISEASE_Bacterial_Infections,multitype
@CHEMICAL_Ascorbic_Acid,@GENE_CRP,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Salicylic_Acid,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_jasmonic_acid,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Abscisic_Acid,multitype
@CHEMICAL_Ascorbic_Acid,@GENE_TET2,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_1_1_diphenyl_2_picrylhydrazyl,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Potassium,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Thiobarbituric_Acid_Reactive_Substances,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Sugars,multitype
@CHEMICAL_Ascorbic_Acid,@DISEASE_Shock_Septic,multitype
@CHEMICAL_Ascorbic_Acid,@CHEMICAL_Oxalates,multitype
@CHEMICAL_Acetylcysteine,@GENE_IFNG,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Calcium,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Inflammation,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Glutathione,multitype
@CHEMICAL_Acetylcysteine,@GENE_NOS3,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Hydrogen_Sulfide,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Liver_Failure_Acute,Negative_Correlation
@CHEMICAL_Acetylcysteine,@CHEMICAL_Reactive_Oxygen_Species,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Dopamine,multitype
@CHEMICAL_Acetylcysteine,@GENE_BCL2,multitype
@CHEMICAL_Acetylcysteine,@GENE_CAT,multitype
@CHEMICAL_Acetylcysteine,@GENE_MTOR,multitype
@CHEMICAL_Acetylcysteine,@GENE_HMOX1,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Ischemia,multitype
@CHEMICAL_Acetylcysteine,@GENE_MYOG,multitype
@CHEMICAL_Acetylcysteine,@GENE_BAX,multitype
@CHEMICAL_Acetylcysteine,@GENE_TGFB1,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Neurodegenerative_Diseases,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Carcinoma_Hepatocellular,multitype
@CHEMICAL_Acetylcysteine,@GENE_CDK4,multitype
@CHEMICAL_Acetylcysteine,@GENE_TNF,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Mitochondrial_Diseases,multitype
@CHEMICAL_Acetylcysteine,@GENE_MMP2,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Adenosine_Triphosphate,multitype
@CHEMICAL_Acetylcysteine,@GENE_IL10,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Cisplatin,Negative_Correlation
@CHEMICAL_Acetylcysteine,@GENE_DFNA34,multitype
@CHEMICAL_Acetylcysteine,@GENE_SIRT3,multitype
@CHEMICAL_Acetylcysteine,@GENE_SOD1,multitype
@CHEMICAL_Acetylcysteine,@GENE_GPX1,multitype
@CHEMICAL_Acetylcysteine,@GENE_ALB,multitype
@CHEMICAL_Acetylcysteine,@GENE_ACHE,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Ethanol,Negative_Correlation
@CHEMICAL_Acetylcysteine,@DISEASE_Sepsis,multitype
@CHEMICAL_Acetylcysteine,@GENE_CCND1,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Hemorrhage,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Nitrites,multitype
@CHEMICAL_Acetylcysteine,@DISEASE_Brain_Diseases,multitype
@CHEMICAL_Acetylcysteine,@CHEMICAL_Phosphatidylserines,multitype
@GENE_HPD,@DISEASE_Hawkinsinuria,multitype
@GENE_HPD,@DISEASE_Tyrosinemias,multitype
@GENE_HPD,@CHEMICAL_4_hydroxyphenylacetate,multitype
@DISEASE_Barrett_Esophagus,@GENE_ERBB2,Association
@DISEASE_Barrett_Esophagus,@CHEMICAL_Dihematoporphyrin_Ether,Negative_Correlation
@DISEASE_Barrett_Esophagus,@CHEMICAL_Argon,Negative_Correlation
@DISEASE_Barrett_Esophagus,@CHEMICAL_Aminolevulinic_Acid,Negative_Correlation
@DISEASE_Barrett_Esophagus,@GENE_MYC,Association
@DISEASE_Barrett_Esophagus,@GENE_CCND1,Association
@DISEASE_Barrett_Esophagus,@GENE_APC,Association
@DISEASE_Barrett_Esophagus,@GENE_CDKN2A,Association
@DISEASE_Barrett_Esophagus,@CHEMICAL_Omeprazole,Negative_Correlation
@DISEASE_Barrett_Esophagus,@CHEMICAL_Methylene_Blue,Negative_Correlation
@DISEASE_Barrett_Esophagus,@GENE_AMACR,Association
@DISEASE_Barrett_Esophagus,@GENE_LOC100508689,Association
@DISEASE_Barrett_Esophagus,@GENE_MIR192,Association
@GENE_ERBB2,@DISEASE_Lymphoma_Non_Hodgkin,multitype
@GENE_ERBB2,@DISEASE_Neoplasms,multitype
@GENE_ERBB2,@DISEASE_Breast_Neoplasms,multitype
@GENE_ERBB2,@CHEMICAL_pertuzumab,multitype
@CHEMICAL_Dihematoporphyrin_Ether,@DISEASE_Lymphoma_Non_Hodgkin,Negative_Correlation
@CHEMICAL_Dihematoporphyrin_Ether,@DISEASE_Retinal_Dysplasia,Negative_Correlation
@CHEMICAL_Aminolevulinic_Acid,@DISEASE_Lymphoma_Non_Hodgkin,Negative_Correlation
@CHEMICAL_Aminolevulinic_Acid,@DISEASE_Retinal_Dysplasia,Negative_Correlation
@GENE_MYC,@CHEMICAL_Reactive_Oxygen_Species,multitype
@GENE_MYC,@DISEASE_Carcinoma_Hepatocellular,multitype
@GENE_CCND1,@DISEASE_Lymphoma_Non_Hodgkin,Association
@GENE_CCND1,@GENE_CTNNB1,multitype
@GENE_APC,@DISEASE_Retinal_Dysplasia,Association
@GENE_APC,@DISEASE_Neoplasms,multitype
@GENE_APC,@GENE_CTNNB1,multitype
@GENE_APC,@GENE_F2R,multitype
@GENE_APC,@GENE_PROCR,multitype
@GENE_APC,@DISEASE_Lung_Neoplasms,multitype
@GENE_CDKN2A,@DISEASE_Lymphoma_Non_Hodgkin,multitype
@CHEMICAL_Methylene_Blue,@DISEASE_Retinal_Dysplasia,multitype
@CHEMICAL_Methylene_Blue,@CHEMICAL_Hydrogen_Peroxide,multitype
@CHEMICAL_Methylene_Blue,@CHEMICAL_Citric_Acid,multitype
@CHEMICAL_Methylene_Blue,@DISEASE_Methemoglobinemia,Negative_Correlation
@CHEMICAL_Methylene_Blue,@CHEMICAL_ferric_oxide,multitype
@CHEMICAL_Methylene_Blue,@CHEMICAL_cadmium_sulfide,multitype
@CHEMICAL_Methylene_Blue,@CHEMICAL_Alginates,multitype
@GENE_AMACR,@DISEASE_Lymphoma_Non_Hodgkin,multitype
@GENE_AMACR,@DISEASE_Retinal_Dysplasia,Association
@GENE_AMACR,@DISEASE_Adenocarcinoma,multitype
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_TP53,multitype
@DISEASE_Lymphoma_Non_Hodgkin,@CHEMICAL_Phosphorus,multitype
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_CDX2,multitype
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_SOX2,Association
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_EGFR,multitype
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_KRAS,Association
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_ATM,multitype
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_CTNNB1,multitype
@DISEASE_Lymphoma_Non_Hodgkin,@GENE_MUC6,Association
@GENE_TP53,@DISEASE_Neoplasms,multitype
@GENE_TP53,@DISEASE_Stomach_Neoplasms,multitype
@GENE_TP53,@DISEASE_Adenoma,Association
@GENE_TP53,@DISEASE_Colitis_Ulcerative,Association
@GENE_TP53,@DISEASE_Precancerous_Conditions,multitype
@GENE_TP53,@CHEMICAL_Quercetin,multitype
@GENE_TP53,@DISEASE_Endometrial_Neoplasms,Association
@GENE_TP53,@GENE_MDM2,multitype
@GENE_TP53,@GENE_BAX,multitype
@GENE_TP53,@GENE_BCL2,multitype
@GENE_TP53,@CHEMICAL_hesperetin,multitype
@GENE_TP53,@CHEMICAL_Reactive_Oxygen_Species,multitype
@GENE_TP53,@CHEMICAL_nutlin_3,multitype
@GENE_TP53,@GENE_SIRT1,multitype
@GENE_TP53,@GENE_CTNNB1,multitype
@GENE_TP53,@CHEMICAL_Rutin,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_Carbon_Dioxide,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_Calcium,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_Phytic_Acid,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_Calcium_Carbonate,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_biochar,multitype
@CHEMICAL_Phosphorus,@DISEASE_Inflammation,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_Reactive_Oxygen_Species,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_Magnesium,multitype
@CHEMICAL_Phosphorus,@CHEMICAL_Flavonoids,multitype
@CHEMICAL_Phosphorus,@GENE_PTH,multitype
@GENE_EGFR,@DISEASE_Retinal_Dysplasia,multitype
@GENE_EGFR,@DISEASE_Adenocarcinoma,multitype
@GENE_EGFR,@DISEASE_Neoplasms,multitype
@GENE_EGFR,@GENE_CD274,multitype
@GENE_EGFR,@CHEMICAL_osimertinib,multitype
@GENE_EGFR,@DISEASE_Carcinoma_Non_Small_Cell_Lung,multitype
@GENE_EGFR,@DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck,Association
@GENE_EGFR,@CHEMICAL_Cetuximab,multitype
@GENE_EGFR,@CHEMICAL_aflutinib,Negative_Correlation
@GENE_EGFR,@DISEASE_Adenocarcinoma_of_Lung,multitype
@GENE_EGFR,@CHEMICAL_Erlotinib_Hydrochloride,Negative_Correlation
@GENE_EGFR,@CHEMICAL_Gefitinib,multitype
@GENE_EGFR,@CHEMICAL_Afatinib,multitype
@GENE_EGFR,@GENE_AKT1,multitype
@GENE_EGFR,@DISEASE_Glioblastoma,Association
@GENE_EGFR,@DISEASE_Brain_Neoplasms,Association
@GENE_EGFR,@DISEASE_Carcinoma_Renal_Cell,multitype
@GENE_EGFR,@CHEMICAL_lazertinib,multitype
@GENE_EGFR,@DISEASE_Exanthema,multitype
@GENE_EGFR,@GENE_MTSS1,multitype
@GENE_EGFR,@CHEMICAL_Quercetin,multitype
@GENE_EGFR,@CHEMICAL_Luteolin,multitype
@GENE_EGFR,@CHEMICAL_Rutin,multitype
@GENE_EGFR,@DISEASE_Psoriasis,multitype
@GENE_EGFR,@CHEMICAL_ferulic_acid,multitype
@GENE_EGFR,@CHEMICAL_Doxorubicin,multitype
@GENE_EGFR,@GENE_YAP1,multitype
@GENE_KRAS,@DISEASE_Neoplasms,multitype
@GENE_KRAS,@DISEASE_Pancreatic_Neoplasms,Association
@GENE_KRAS,@CHEMICAL_sotorasib,multitype
@GENE_KRAS,@DISEASE_Adenocarcinoma_of_Lung,multitype
@GENE_KRAS,@DISEASE_Lung_Neoplasms,multitype
@GENE_KRAS,@DISEASE_Carcinoma_Non_Small_Cell_Lung,multitype
@GENE_KRAS,@DISEASE_Carcinoma_Pancreatic_Ductal,Association
@GENE_ATM,@CHEMICAL_Reactive_Oxygen_Species,multitype
@GENE_CTNNB1,@DISEASE_Neoplasms,multitype
@GENE_CTNNB1,@GENE_DKK1,multitype
@GENE_CTNNB1,@GENE_SOST,multitype
@GENE_CTNNB1,@GENE_GSK3B,multitype
@GENE_CTNNB1,@GENE_AXIN1,multitype
@GENE_CTNNB1,@GENE_AXIN2,multitype
@GENE_CTNNB1,@GENE_WNT2,multitype
@GENE_CTNNB1,@DISEASE_Carcinoma_Hepatocellular,multitype
@GENE_CTNNB1,@GENE_GDF2,multitype
@GENE_CTNNB1,@GENE_SP7,multitype
@GENE_CTNNB1,@GENE_TGFB1,multitype
@GENE_CTNNB1,@DISEASE_Hypoxia,multitype
@GENE_CTNNB1,@DISEASE_Alzheimer_Disease,multitype
@GENE_CTNNB1,@GENE_AHR,multitype
@GENE_CTNNB1,@GENE_WNT3A,multitype
@GENE_CTNNB1,@GENE_TNFSF11,multitype
@GENE_CTNNB1,@CHEMICAL_Lithium_Chloride,multitype
@GENE_CTNNB1,@GENE_PTH,multitype
@GENE_CTNNB1,@GENE_GLUL,multitype
@GENE_CTNNB1,@GENE_CD4,multitype
@GENE_CTNNB1,@GENE_LGR4,multitype
@GENE_CTNNB1,@CHEMICAL_Taurine,multitype
@GENE_CTNNB1,@GENE_MMP2,multitype
@GENE_CTNNB1,@GENE_HIF1A,multitype
@GENE_CTNNB1,@GENE_METTL3,multitype
@GENE_CTNNB1,@CHEMICAL_Resveratrol,multitype
@GENE_CTNNB1,@GENE_TNKS,multitype
@GENE_CTNNB1,@CHEMICAL_crocin,multitype
@CHEMICAL_Tocotrienols,@CHEMICAL_geranylgeranyl_pyrophosphate,Association
@CHEMICAL_Tocotrienols,@CHEMICAL_Vitamin_E,Association
@CHEMICAL_Tocotrienols,@GENE_LOC548177,multitype
@CHEMICAL_4_hydroxyphenylpyruvic_acid,@GENE_PDS1,Association
@CHEMICAL_pyomelanin,@CHEMICAL_Reactive_Oxygen_Species,multitype
@DISEASE_Arthritis,@CHEMICAL_Minocycline,multitype
@DISEASE_Arthritis,@CHEMICAL_Methotrexate,multitype
@DISEASE_Arthritis,@GENE_DKK1,multitype
@DISEASE_Arthritis,@GENE_TNF,multitype
@DISEASE_Arthritis,@GENE_IL6,multitype
@DISEASE_Arthritis,@GENE_IL17A,multitype
@DISEASE_Arthritis,@GENE_SOST,multitype
@DISEASE_Arthritis,@GENE_CRP,multitype
@DISEASE_Pigmentation_Disorders,@CHEMICAL_Minocycline,multitype
@DISEASE_Pigmentation_Disorders,@CHEMICAL_hydroquinone,multitype
@CHEMICAL_Melanins,@DISEASE_Neoplasms,multitype
@CHEMICAL_Melanins,@CHEMICAL_1_8_dihydroxynaphthalene,multitype
@CHEMICAL_Melanins,@GENE_TYR,multitype
@CHEMICAL_Melanins,@GENE_DCT,multitype
@CHEMICAL_Melanins,@DISEASE_Melanoma,multitype
@CHEMICAL_Melanins,@DISEASE_Melanosis,multitype
@CHEMICAL_Melanins,@GENE_TYRP1,multitype
@CHEMICAL_Melanins,@DISEASE_Inflammation,multitype
@CHEMICAL_Melanins,@DISEASE_Albinism_Oculocutaneous,multitype
@CHEMICAL_Melanins,@CHEMICAL_Free_Radicals,multitype
@CHEMICAL_Melanins,@GENE_MLANA,multitype
@CHEMICAL_Melanins,@DISEASE_Keloid,multitype
@CHEMICAL_Melanins,@DISEASE_Neoplasm_Metastasis,multitype
@CHEMICAL_Melanins,@CHEMICAL_Reactive_Oxygen_Species,multitype
@CHEMICAL_Melanins,@CHEMICAL_Chitosan,multitype
@CHEMICAL_Melanins,@CHEMICAL_Luteolin,multitype
@CHEMICAL_Melanins,@CHEMICAL_glabridin,multitype
@DISEASE_AA_amyloidosis,@GENE_TTR,multitype
@DISEASE_AA_amyloidosis,@GENE_APP,multitype
@DISEASE_AA_amyloidosis,@CHEMICAL_thioflavin_T,multitype
@GENE_PDS1,@CHEMICAL_Plastoquinone,Association
@CHEMICAL_Amino_Acids_Aromatic,@DISEASE_Diabetes_Mellitus,multitype
@CHEMICAL_Amino_Acids_Aromatic,@CHEMICAL_glyphosate,multitype
@CHEMICAL_Amino_Acids_Aromatic,@CHEMICAL_phenylpyruvic_acid,multitype
@CHEMICAL_Amino_Acids_Aromatic,@DISEASE_Obesity,multitype
@CHEMICAL_Amino_Acids_Aromatic,@DISEASE_Diabetes_Mellitus_Type_2,multitype
@CHEMICAL_Amino_Acids_Aromatic,@CHEMICAL_Tryptophan,multitype
@DISEASE_Nerve_Degeneration,@CHEMICAL_Taurine,multitype
@DISEASE_Nerve_Degeneration,@CHEMICAL_Glucose,multitype
