entity1,entity2,relation_type
@DISEASE_Diabetes_Mellitus_Type_2,@CHEMICAL_Fatty_Acids_Volatile,multitype
@DISEASE_Diabetes_Mellitus_Type_2,@CHEMICAL_Blood_Glucose,multitype
@DISEASE_Diabetes_Mellitus_Type_2,@CHEMICAL_Vitamin_D,multitype
@GENE_PPARGC1A,@CHEMICAL_empagliflozin,multitype
@GENE_PPARGC1A,@GENE_TFAM,multitype
@DISEASE_Parkinson_Disease,@CHEMICAL_Levodopa,multitype
@DISEASE_Parkinson_Disease,@GENE_SNCA,multitype
@DISEASE_Parkinson_Disease,@CHEMICAL_Oxidopamine,multitype
@DISEASE_Parkinson_Disease,@CHEMICAL_Rotenone,multitype
@DISEASE_Parkinson_Disease,@GENE_LRRK2,Association
@DISEASE_Parkinson_Disease,@GENE_GBA,multitype
@DISEASE_Parkinson_Disease,@CHEMICAL_1_Methyl_4_phenyl_1_2_3_6_tetrahydropyridine,multitype
@DISEASE_Parkinson_Disease,@GENE_LGMN,Association
@DISEASE_Parkinson_Disease,@CHEMICAL_Potassium,multitype
@DISEASE_Parkinson_Disease,@GENE_GCH1,multitype
@DISEASE_Parkinson_Disease,@CHEMICAL_1_Methyl_4_phenylpyridinium,multitype
@DISEASE_Heart_Failure,@CHEMICAL_sacubitril,multitype
@DISEASE_Heart_Failure,@CHEMICAL_dapagliflozin,Negative_Correlation
@GENE_GPX4,@GENE_NFE2L2,multitype
@DISEASE_Cholestasis,@CHEMICAL_Ursodeoxycholic_Acid,multitype
@CHEMICAL_Amino_Acids_Branched_Chain,@DISEASE_Maple_Syrup_Urine_Disease,multitype
@CHEMICAL_hydroquinone,@DISEASE_Hyperpigmentation,multitype
@CHEMICAL_hydroquinone,@DISEASE_Skin_Diseases,multitype
@GENE_NFE2L2,@CHEMICAL_caffeic_acid,multitype
@GENE_NFE2L2,@GENE_SOD1,multitype
@GENE_NFE2L2,@CHEMICAL_ferulic_acid,multitype
@GENE_NFE2L2,@DISEASE_Cholangiocarcinoma,Association
@GENE_NFE2L2,@GENE_KEAP1,multitype
@GENE_NFE2L2,@GENE_MAPK8,multitype
@GENE_NFE2L2,@CHEMICAL_naringenin,multitype
@GENE_NFE2L2,@GENE_GCLM,multitype
@GENE_NFE2L2,@GENE_GCLC,multitype
@GENE_NFE2L2,@CHEMICAL_Acetaminophen,multitype
@GENE_NFE2L2,@GENE_NUP62,multitype
@GENE_NFE2L2,@CHEMICAL_Curcumin,multitype
@GENE_NFE2L2,@GENE_SLC7A11,multitype
@GENE_NFE2L2,@GENE_NLRP3,multitype
@GENE_NFE2L2,@DISEASE_Reperfusion_Injury,multitype
@GENE_NFE2L2,@CHEMICAL_erastin,multitype
@GENE_NFE2L2,@CHEMICAL_3_4_dihydroxyphenylethanol,multitype
@GENE_NFE2L2,@CHEMICAL_Silicon_Dioxide,multitype
@GENE_NFE2L2,@CHEMICAL_Hesperidin,multitype
@GENE_NFE2L2,@GENE_PRKAA2,multitype
@CHEMICAL_Acetaminophen,@GENE_CASP3,multitype
@CHEMICAL_Acetaminophen,@CHEMICAL_3_4_Methylenedioxyamphetamine,Positive_Correlation
@CHEMICAL_Acetaminophen,@GENE_CYP2E1,multitype
@CHEMICAL_Acetaminophen,@CHEMICAL_Dexamethasone,multitype
@CHEMICAL_Acetaminophen,@DISEASE_Pain_Postoperative,multitype
@CHEMICAL_Acetaminophen,@DISEASE_Liver_Failure_Acute,multitype
@CHEMICAL_Acetaminophen,@DISEASE_Acute_Disease,multitype
@CHEMICAL_Acetaminophen,@DISEASE_Ductus_Arteriosus_Patent,multitype
@CHEMICAL_Acetaminophen,@DISEASE_Neuroinflammatory_Diseases,multitype
@CHEMICAL_Acetaminophen,@CHEMICAL_Fomepizole,multitype
@CHEMICAL_Acetaminophen,@CHEMICAL_titanium_dioxide,multitype
@CHEMICAL_Acetaminophen,@GENE_SLC17A5,multitype
@CHEMICAL_Acetaminophen,@DISEASE_Migraine_Disorders,Negative_Correlation
@CHEMICAL_Acetaminophen,@CHEMICAL_Fentanyl,multitype
@CHEMICAL_Chlorogenic_Acid,@GENE_ACHE,multitype
@CHEMICAL_Steroids,@GENE_POMC,multitype
@CHEMICAL_Steroids,@DISEASE_Non_alcoholic_Fatty_Liver_Disease,multitype
@CHEMICAL_Steroids,@CHEMICAL_Metformin,multitype
@GENE_POMC,@GENE_MRAP,multitype
@GENE_POMC,@GENE_MC2R,multitype
@GENE_POMC,@GENE_MRAP2,multitype
@DISEASE_Non_alcoholic_Fatty_Liver_Disease,@GENE_CASP3,multitype
@CHEMICAL_Metformin,@DISEASE_Bone_Diseases,multitype
@CHEMICAL_Metformin,@DISEASE_Polycystic_Ovary_Syndrome,multitype
@CHEMICAL_Metformin,@GENE_PRKAA2,multitype
@CHEMICAL_Streptozocin,@DISEASE_Diabetes_Mellitus_Type_1,multitype
@CHEMICAL_Blood_Glucose,@GENE_GCG,multitype
@CHEMICAL_Hydrocortisone,@DISEASE_Mental_Disorders,multitype
@CHEMICAL_Hydrocortisone,@GENE_HSD11B1,multitype
@CHEMICAL_Hydrocortisone,@DISEASE_Cushing_Syndrome,multitype
@CHEMICAL_Hydrocortisone,@DISEASE_Shock_Septic,multitype
@CHEMICAL_Hydrocortisone,@GENE_RNU1_1,multitype
@CHEMICAL_Hydrocortisone,@CHEMICAL_Androstenedione,multitype
@CHEMICAL_Hydrocortisone,@DISEASE_Diabetes_Gestational,multitype
@CHEMICAL_Hydrocortisone,@DISEASE_Hyperaldosteronism,multitype
@GENE_LOX,@CHEMICAL_Hydroxylysine,multitype
@GENE_LOX,@GENE_ELN,Association
@GENE_ALPP,@CHEMICAL_ascorbate_2_phosphate,Association
@CHEMICAL_Silver,@CHEMICAL_Polyvinyl_Alcohol,multitype
@CHEMICAL_Thiobarbituric_Acid_Reactive_Substances,@CHEMICAL_Triiodothyronine,multitype
@CHEMICAL_Thiobarbituric_Acid_Reactive_Substances,@CHEMICAL_Fish_Oils,multitype
@CHEMICAL_Thiobarbituric_Acid_Reactive_Substances,@CHEMICAL_Fatty_Acids_Omega_3,multitype
@CHEMICAL_Thiobarbituric_Acid_Reactive_Substances,@CHEMICAL_naringenin,multitype
@CHEMICAL_Thiobarbituric_Acid_Reactive_Substances,@CHEMICAL_Carbon_Tetrachloride,Positive_Correlation
@CHEMICAL_Sugars,@CHEMICAL_Anthocyanins,multitype
@CHEMICAL_Sugars,@CHEMICAL_Sodium_Chloride,multitype
@CHEMICAL_Hydrogen_Sulfide,@GENE_CBS,multitype
@CHEMICAL_Hydrogen_Sulfide,@GENE_CTH,multitype
@GENE_DFNA34,@CHEMICAL_baicalin,multitype
@GENE_SIRT3,@GENE_FOXO3,multitype
@GENE_SOD1,@DISEASE_Amyotrophic_Lateral_Sclerosis,multitype
@GENE_ACHE,@CHEMICAL_Gallic_Acid,multitype
@DISEASE_Sepsis,@CHEMICAL_Heparin,multitype
@DISEASE_Cholangiocarcinoma,@GENE_IDH2,multitype
@DISEASE_Hyperoxaluria,@CHEMICAL_Calcium_Oxalate,multitype
@DISEASE_Hyperoxaluria_Primary,@GENE_HOGA1,multitype
@CHEMICAL_Calcium_Oxalate,@DISEASE_Diarrhea_5_With_Tufting_Enteropathy_Congenital,multitype
@CHEMICAL_Calcium_Oxalate,@DISEASE_Urolithiasis,multitype
@DISEASE_Reperfusion_Injury,@GENE_TUG1,multitype
@GENE_CASP3,@CHEMICAL_Curcumin,multitype
@GENE_CASP3,@CHEMICAL_Hesperidin,multitype
@GENE_CASP3,@CHEMICAL_ferulic_acid,multitype
@CHEMICAL_ferulic_acid,@CHEMICAL_Palmitic_Acid,multitype
@CHEMICAL_ferulic_acid,@CHEMICAL_p_coumaric_acid,multitype
@CHEMICAL_ferulic_acid,@CHEMICAL_Curcumin,multitype
@CHEMICAL_ferulic_acid,@CHEMICAL_Vanillic_Acid,multitype
@DISEASE_Inflammatory_Bowel_Diseases,@CHEMICAL_secukinumab,multitype
@CHEMICAL_Sodium_Chloride,@CHEMICAL_Carotenoids,multitype
@CHEMICAL_Sodium_Chloride,@CHEMICAL_Starch,multitype
@DISEASE_Arthritis_Rheumatoid,@GENE_TNFRSF11B,multitype
@DISEASE_Arthritis_Rheumatoid,@CHEMICAL_Dexamethasone,Negative_Correlation
@DISEASE_Arthritis_Rheumatoid,@CHEMICAL_tofacitinib,multitype
@DISEASE_Arthritis_Rheumatoid,@CHEMICAL_cyclic_citrullinated_peptide,multitype
@CHEMICAL_Methanol,@CHEMICAL_Catechin,multitype
@CHEMICAL_Methanol,@CHEMICAL_Alkaloids,multitype
@CHEMICAL_kaempferol,@GENE_PPARG,multitype
@CHEMICAL_kaempferol,@CHEMICAL_p_coumaric_acid,multitype
@DISEASE_Neurotoxicity_Syndromes,@CHEMICAL_N_Methylaspartate,multitype
@DISEASE_Neurotoxicity_Syndromes,@CHEMICAL_Serotonin,multitype
@CHEMICAL_Curcumin,@GENE_PPARG,multitype
@CHEMICAL_Arachidonic_Acid,@GENE_COX2,multitype
@CHEMICAL_Polysaccharides,@CHEMICAL_Fatty_Acids_Volatile,multitype
@DISEASE_Acute_Kidney_Injury,@CHEMICAL_Furosemide,multitype
@DISEASE_Cardiomyopathies,@GENE_TTR,multitype
@DISEASE_Cardiomyopathies,@GENE_CRYAB,multitype
@DISEASE_Hyperuricemia,@GENE_UOX,multitype
@DISEASE_Hyperuricemia,@GENE_SLC2A9,multitype
@DISEASE_Neuroinflammatory_Diseases,@GENE_NLRP3,multitype
@CHEMICAL_fumarylacetoacetate,@GENE_GSTZ1,Association
@GENE_TTR,@DISEASE_Adenomatous_Polyposis_Coli,multitype
@GENE_TTR,@DISEASE_Amyloidosis,multitype
@GENE_TTR,@CHEMICAL_tafamidis,multitype
@GENE_TTR,@DISEASE_Amyloidosis_Hereditary_Transthyretin_Related,multitype
@GENE_TTR,@DISEASE_Nervous_System_Diseases,multitype
@GENE_TTR,@DISEASE_Amyloid_Neuropathies_Familial,multitype
@GENE_TTR,@DISEASE_Autonomic_Nervous_System_Diseases,multitype
@GENE_TTR,@DISEASE_Poikiloderma_with_Neutropenia,multitype
@GENE_TTR,@DISEASE_Polyneuropathies,multitype
@CHEMICAL_Homocysteine,@GENE_MTHFR,Association
@CHEMICAL_Homocysteine,@CHEMICAL_Vitamin_B_12,multitype
@CHEMICAL_Homocysteine,@DISEASE_Hyperhomocysteinemia,multitype
@CHEMICAL_Adenosine,@GENE_NT5E,Association
@CHEMICAL_Adenosine,@GENE_ADORA2A,multitype
@GENE_NLRP3,@GENE_NEK7,multitype
@GENE_NLRP3,@GENE_IL18,multitype
@GENE_ADIPOQ,@GENE_ADIPOR1,multitype
@GENE_CCL2,@GENE_CCR2,multitype
@CHEMICAL_Bleomycin,@DISEASE_Lung_Diseases,multitype
@CHEMICAL_Bleomycin,@DISEASE_Pulmonary_Fibrosis,Positive_Correlation
@CHEMICAL_Bleomycin,@DISEASE_Lung_Injury,Positive_Correlation
@CHEMICAL_Bleomycin,@DISEASE_Idiopathic_Pulmonary_Fibrosis,multitype
@CHEMICAL_Leukotriene_B4,@GENE_CYP4F3,multitype
@CHEMICAL_Volatile_Organic_Compounds,@CHEMICAL_Ozone,multitype
@CHEMICAL_Cyclophosphamide,@DISEASE_Lung_Diseases_Interstitial,Negative_Correlation
@CHEMICAL_Cyclophosphamide,@DISEASE_Anemia_Aplastic,Negative_Correlation
@CHEMICAL_Cyclophosphamide,@DISEASE_Graft_vs_Host_Disease,Negative_Correlation
@CHEMICAL_Heparin,@DISEASE_Thrombosis,multitype
@CHEMICAL_Heparin,@DISEASE_Blood_Coagulation_Disorders,multitype
@CHEMICAL_Heparin,@DISEASE_Heparin_Cofactor_II_Deficiency,multitype
@CHEMICAL_Heparin,@GENE_F2,multitype
@CHEMICAL_Succinic_Acid,@CHEMICAL_Trichloroacetic_Acid,multitype
@CHEMICAL_Tretinoin,@GENE_RARA,multitype
@CHEMICAL_Tretinoin,@GENE_PTCH1,multitype
@CHEMICAL_Carnitine,@DISEASE_Propionic_Acidemia,multitype
@CHEMICAL_Fatty_Acids_Volatile,@CHEMICAL_Starch,multitype
@CHEMICAL_Infliximab,@DISEASE_Crohn_Disease,Negative_Correlation
@CHEMICAL_caffeic_acid,@GENE_MAPK14,multitype
@GENE_CFTR,@DISEASE_Cystic_Fibrosis,multitype
@GENE_CFTR,@DISEASE_Congenital_bilateral_aplasia_of_vas_deferens,Association
@CHEMICAL_Dioxins,@DISEASE_Endocrine_System_Diseases,multitype
@CHEMICAL_Praziquantel,@DISEASE_Myalgia,multitype
@CHEMICAL_Poly_I_C,@GENE_TLR3,Positive_Correlation
@CHEMICAL_Fatty_Acids_Nonesterified,@GENE_CPT1A,multitype
@CHEMICAL_Titanium,@DISEASE_Bone_Diseases,multitype
@CHEMICAL_Titanium,@GENE_RUNX2,multitype
@CHEMICAL_Ramipril,@GENE_ACE,multitype
@CHEMICAL_Ramipril,@GENE_ACE2,multitype
@DISEASE_Hypothyroidism,@CHEMICAL_Thyroxine,multitype
@CHEMICAL_Catecholamines,@DISEASE_Neuroblastoma,multitype
@GENE_CSE,@DISEASE_Glut1_Deficiency_Syndrome,multitype
@CHEMICAL_isovaleric_acid,@DISEASE_Acidemia_isovaleric,multitype
@CHEMICAL_isovaleric_acid,@DISEASE_Olfaction_Disorders,multitype
@DISEASE_Vitiligo,@CHEMICAL_monobenzone,multitype
@DISEASE_Vitiligo,@GENE_PTPN22,multitype
@DISEASE_Vitiligo,@GENE_MIF,multitype
@CHEMICAL_Sucrose,@CHEMICAL_Sulfur,multitype
@CHEMICAL_Sucrose,@DISEASE_Anhedonia,multitype
@CHEMICAL_Glutamine,@DISEASE_Brain_Injuries_Traumatic,multitype
@CHEMICAL_Glutamine,@DISEASE_Carcinoma_Pancreatic_Ductal,multitype
@CHEMICAL_Glutamine,@CHEMICAL_Ammonia,multitype
@CHEMICAL_Ammonia,@DISEASE_Urea_Cycle_Disorders_Inborn,multitype
@CHEMICAL_Ammonia,@CHEMICAL_Silicon_Dioxide,multitype
@CHEMICAL_Ammonia,@DISEASE_Hyperammonemia,multitype
@CHEMICAL_glyphosate,@CHEMICAL_shikimate,multitype
@CHEMICAL_Adalimumab,@DISEASE_Spondylitis_Ankylosing,Negative_Correlation
@CHEMICAL_naringenin,@GENE_GSR,multitype
@GENE_MAPK1,@GENE_MAPK14,multitype
@GENE_MAPK1,@GENE_SRC,multitype
@DISEASE_Bone_Diseases,@CHEMICAL_calcium_phosphate,multitype
@DISEASE_Bone_Diseases,@GENE_CYP27A1,multitype
@DISEASE_Bone_Diseases,@CHEMICAL_Dexamethasone,multitype
@DISEASE_Bone_Diseases,@GENE_LRP4,Association
@DISEASE_Spondylitis_Ankylosing,@GENE_ERAP1,Association
@DISEASE_Pulmonary_Fibrosis,@CHEMICAL_Silicon_Dioxide,multitype
@DISEASE_Pulmonary_Fibrosis,@CHEMICAL_nintedanib,multitype
@DISEASE_Carcinoma_Renal_Cell,@CHEMICAL_cabozantinib,Negative_Correlation
@DISEASE_Carcinoma_Renal_Cell,@GENE_FH,multitype
@DISEASE_Carcinoma_Renal_Cell,@GENE_BAP1,Association
@GENE_MAPK14,@CHEMICAL_astragaloside_A,multitype
@DISEASE_Cherubism,@GENE_SH3BP2,multitype
@CHEMICAL_Cyclosporine,@DISEASE_Anemia_Aplastic,Negative_Correlation
@CHEMICAL_Hydroxychloroquine,@DISEASE_Exanthema,multitype
@GENE_SH3BP2,@GENE_MITF,multitype
@GENE_SH3BP2,@GENE_VAV1,multitype
@GENE_SH3BP2,@GENE_PLCG2,multitype
@GENE_SH3BP2,@GENE_SYK,multitype
@GENE_SH3BP2,@GENE_NFATC1,multitype
@GENE_SH3BP2,@GENE_ABL1,multitype
@CHEMICAL_Alendronate,@DISEASE_Osteoporotic_Fractures,Negative_Correlation
@GENE_CASP1,@GENE_GSDMD,multitype
@DISEASE_Dyslipidemias,@GENE_LIPA,multitype
@GENE_LIPA,@DISEASE_Lysosomal_acid_lipase_deficiency,multitype
@GENE_LIPA,@DISEASE_Fatty_Liver,multitype
@GENE_LIPA,@DISEASE_Wolman_Disease,multitype
@GENE_LIPA,@CHEMICAL_Cholesterol_Esters,multitype
@GENE_LIPA,@DISEASE_Cholesterol_Ester_Storage_Disease,multitype
@GENE_LIPA,@DISEASE_Lysosomal_Storage_Diseases,multitype
@CHEMICAL_Ciprofloxacin,@CHEMICAL_Rifampin,multitype
@CHEMICAL_Zinc_Oxide,@CHEMICAL_Azo_Compounds,multitype
@CHEMICAL_Zinc_Oxide,@CHEMICAL_Congo_Red,multitype
@DISEASE_Mental_Disorders,@CHEMICAL_Serotonin,multitype
@CHEMICAL_Serotonin,@CHEMICAL_Hydroxyindoleacetic_Acid,multitype
@CHEMICAL_Serotonin,@DISEASE_Psychological_Distress,multitype
@CHEMICAL_Serotonin,@DISEASE_Irritable_Bowel_Syndrome,multitype
@DISEASE_Lung_Neoplasms,@GENE_VEGFA,multitype
@DISEASE_Lung_Neoplasms,@CHEMICAL_Afatinib,Negative_Correlation
@DISEASE_Lung_Diseases_Interstitial,@CHEMICAL_Rituximab,multitype
@DISEASE_Lung_Diseases_Interstitial,@CHEMICAL_Mycophenolic_Acid,Negative_Correlation
@DISEASE_Lung_Diseases_Interstitial,@GENE_IFIH1,multitype
@DISEASE_Lung_Diseases_Interstitial,@GENE_MUC1,multitype
@GENE_CSF2,@GENE_STAT5A,multitype
@CHEMICAL_atezolizumab,@CHEMICAL_Bevacizumab,Cotreatment
@GENE_ACLY,@CHEMICAL_Acetyl_Coenzyme_A,multitype
@CHEMICAL_1_Methyl_4_phenyl_1_2_3_6_tetrahydropyridine,@GENE_TH,multitype
@CHEMICAL_Sodium_Hydroxide,@CHEMICAL_Cellulose,multitype
@CHEMICAL_Cellulose,@CHEMICAL_ferric_oxide,multitype
@CHEMICAL_Levodopa,@DISEASE_Gait_Ataxia,multitype
@CHEMICAL_Levodopa,@DISEASE_Hypokinesia,multitype
@CHEMICAL_Levodopa,@DISEASE_Motor_Disorders,multitype
@CHEMICAL_Methamphetamine,@DISEASE_Substance_Related_Disorders,multitype
@DISEASE_Colitis,@CHEMICAL_indole_3_lactic_acid,multitype
@CHEMICAL_Polycyclic_Aromatic_Hydrocarbons,@CHEMICAL_naphthalene,multitype
@CHEMICAL_Vitamin_D,@DISEASE_Immunologic_Deficiency_Syndromes,multitype
@CHEMICAL_Vitamin_D,@DISEASE_Vitamin_D_Deficiency,multitype
@CHEMICAL_Vitamin_D,@DISEASE_Hypocalcemia,multitype
@CHEMICAL_Vitamin_D,@DISEASE_Fatty_Liver,multitype
@GENE_ARL13B,@GENE_ARL3,multitype
@GENE_ARL13B,@DISEASE_Agenesis_of_Cerebellar_Vermis,multitype
@GENE_ARL13B,@CHEMICAL_Guanosine_Triphosphate,multitype
@GENE_ARL13B,@GENE_INPP5E,multitype
@GENE_ARL13B,@GENE_TULP3,multitype
@DISEASE_Fatty_Liver,@CHEMICAL_Phosphatidylcholines,multitype
@DISEASE_Fatty_Liver,@CHEMICAL_Fructose,Positive_Correlation
@DISEASE_Anemia,@GENE_EPO,multitype
@CHEMICAL_Progesterone,@CHEMICAL_Letrozole,multitype
@CHEMICAL_Progesterone,@CHEMICAL_Levonorgestrel,multitype
@DISEASE_Immunologic_Deficiency_Syndromes,@GENE_DNAJC12,multitype
@DISEASE_Thyroid_Cancer_Papillary,@GENE_TFF3,multitype
@DISEASE_Thyroid_Cancer_Papillary,@CHEMICAL_Iodine_131,multitype
@DISEASE_Thyroid_Cancer_Papillary,@GENE_TG,multitype
@GENE_TG,@DISEASE_Lymphatic_Metastasis,multitype
@GENE_RB1,@DISEASE_Retinoblastoma,multitype
@DISEASE_Venous_Thrombosis,@CHEMICAL_Rivaroxaban,multitype
@CHEMICAL_Rivaroxaban,@DISEASE_Thrombosis,multitype
@DISEASE_Polycystic_Ovary_Syndrome,@GENE_CYP19A1,multitype
@DISEASE_Polycystic_Ovary_Syndrome,@GENE_AMH,multitype
@DISEASE_Polycystic_Ovary_Syndrome,@CHEMICAL_Dehydroepiandrosterone_Sulfate,multitype
@DISEASE_Exanthema,@CHEMICAL_Rituximab,multitype
@DISEASE_Exanthema,@CHEMICAL_Carbamazepine,Positive_Correlation
@DISEASE_Psoriasis,@CHEMICAL_secukinumab,multitype
@DISEASE_Psoriasis,@CHEMICAL_Imiquimod,Positive_Correlation
@DISEASE_Polyps,@CHEMICAL_Tamoxifen,Positive_Correlation
@GENE_PTCH1,@DISEASE_Odontogenic_Cysts,Association
@GENE_PTCH1,@DISEASE_Basal_Cell_Nevus_Syndrome,multitype
@CHEMICAL_HhAntag691,@DISEASE_Medulloblastoma,Negative_Correlation
@DISEASE_Multiple_Myeloma,@CHEMICAL_Bortezomib,Negative_Correlation
@GENE_SNCA,@GENE_LGMN,Association
@CHEMICAL_Anthocyanins,@CHEMICAL_formic_acid,multitype
@DISEASE_Peripheral_Nervous_System_Diseases,@GENE_SPTLC1,multitype
@GENE_BDNF,@GENE_CREB1,multitype
@GENE_BDNF,@GENE_NTRK2,multitype
@GENE_PPARG,@CHEMICAL_Rosiglitazone,multitype
@GENE_PPARG,@CHEMICAL_astragaloside_A,multitype
@CHEMICAL_chromium_hexavalent_ion,@CHEMICAL_Oxalic_Acid,multitype
@DISEASE_Stroke,@CHEMICAL_apixaban,Negative_Correlation
@GENE_GBA,@DISEASE_Gaucher_Disease,multitype
@DISEASE_Dysautonomia_Familial,@GENE_ELP1,multitype
@CHEMICAL_Ozone,@CHEMICAL_N'_formylkynurenine,multitype
@CHEMICAL_Ozone,@CHEMICAL_Oxalic_Acid,multitype
@CHEMICAL_peroxymonosulfate,@CHEMICAL_hydroxide_ion,multitype
@DISEASE_Thrombosis,@CHEMICAL_Heparin_Low_Molecular_Weight,multitype
@GENE_FH,@DISEASE_Hereditary_leiomyomatosis_and_renal_cell_cancer,Association
@DISEASE_Lymphoma_Large_B_Cell_Diffuse,@CHEMICAL_Rituximab,Negative_Correlation
@DISEASE_Graft_vs_Host_Disease,@CHEMICAL_Tacrolimus,Negative_Correlation
@CHEMICAL_Levonorgestrel,@DISEASE_Dysmenorrhea,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Adenomyosis,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Menorrhagia,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Leiomyoma,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Pregnancy_Ectopic,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Uterine_Hemorrhage,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Pelvic_Pain,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Uterine_Diseases,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Blood_Loss_Surgical,multitype
@CHEMICAL_Levonorgestrel,@DISEASE_Thromboembolism,multitype
@DISEASE_Lymphatic_Metastasis,@GENE_FN1,multitype
@CHEMICAL_Sirolimus,@GENE_MAP1LC3A,multitype
@DISEASE_Amyotrophic_Lateral_Sclerosis,@GENE_TARDBP,multitype
@CHEMICAL_Silicon_Dioxide,@DISEASE_Pneumonia,multitype
@CHEMICAL_Silicon_Dioxide,@CHEMICAL_Aluminum_Oxide,multitype
@DISEASE_Diabetes_Mellitus_Type_1,@GENE_HLA_DRB1,Association
@GENE_S,@GENE_ACE2,multitype
@GENE_ACE2,@GENE_REN,multitype
@CHEMICAL_Hydroxylysine,@DISEASE_Glutaric_Acidemia_I,multitype
@DISEASE_Glutaric_Acidemia_I,@GENE_GCDH,Positive_Correlation
@DISEASE_Thyroid_Neoplasms,@CHEMICAL_trametinib,Negative_Correlation
@CHEMICAL_Vanilmandelic_Acid,@DISEASE_Pheochromocytoma,multitype
@GENE_SLC7A11,@CHEMICAL_Sulfasalazine,multitype
@GENE_SLC7A11,@CHEMICAL_erastin,multitype
@CHEMICAL_NAD,@CHEMICAL_Nicotinamide_Mononucleotide,multitype
@CHEMICAL_NAD,@GENE_NAMPT,multitype
@DISEASE_Propionic_Acidemia,@GENE_PCCA,multitype
@DISEASE_Propionic_Acidemia,@GENE_PCCB,multitype
@DISEASE_Prostatic_Neoplasms,@CHEMICAL_abiraterone,Negative_Correlation
@CHEMICAL_Oxalic_Acid,@CHEMICAL_Vanadium,multitype
@CHEMICAL_Oxalic_Acid,@CHEMICAL_Aluminum,multitype
@CHEMICAL_glyoxylic_acid,@DISEASE_Nephrolithiasis_Calcium_Oxalate,multitype
@DISEASE_Lysosomal_acid_lipase_deficiency,@CHEMICAL_Cholesterol_Esters,multitype
@CHEMICAL_Cholesterol_Esters,@DISEASE_Wolman_Disease,multitype
@CHEMICAL_Cholesterol_Esters,@DISEASE_Cholesterol_Ester_Storage_Disease,multitype
@CHEMICAL_cobaltous_chloride,@DISEASE_Hypoxia_Brain,multitype
@CHEMICAL_Orange_G,@CHEMICAL_Sulfates,multitype
@CHEMICAL_Imipenem,@CHEMICAL_Tigecycline,multitype
@DISEASE_Rectal_Neoplasms,@CHEMICAL_XELOX,multitype
@CHEMICAL_Indoleacetic_Acids,@CHEMICAL_Cytokinins,multitype
@CHEMICAL_Valsartan,@DISEASE_Pulmonary_Atelectasis,multitype
@DISEASE_Pulmonary_Atelectasis,@CHEMICAL_sacubitril,multitype
@DISEASE_Epilepsy,@CHEMICAL_Carbamazepine,Negative_Correlation
@CHEMICAL_Clopidogrel,@GENE_CYP2C19,multitype
@CHEMICAL_Sphingolipids,@GENE_SPTLC1,multitype
@GENE_SPTLC1,@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,multitype
@GENE_SPTLC1,@CHEMICAL_1_deoxysphingolipid,multitype
@GENE_SPTLC1,@GENE_AGXT,multitype
@GENE_TNFRSF11B,@DISEASE_Bone_Resorption,multitype
@DISEASE_Fractures_Bone,@GENE_BMP2,multitype
@CHEMICAL_icariin,@GENE_RUNX2,Positive_Correlation
@GENE_LRP4,@DISEASE_Sclerosteosis,multitype
@GENE_LRP4,@DISEASE_Syndactyly_Cenani_Lenz_type,multitype
@GENE_LRP4,@GENE_SOSTDC1,multitype
@GENE_LRP4,@DISEASE_Myasthenic_Syndromes_Congenital,multitype
@DISEASE_Endocrine_System_Diseases,@CHEMICAL_Zearalenone,multitype
@DISEASE_Endocrine_System_Diseases,@CHEMICAL_Diethylhexyl_Phthalate,multitype
@GENE_MIF,@GENE_CD74,multitype
@CHEMICAL_Aluminum,@CHEMICAL_Silicon,multitype
@CHEMICAL_Rituximab,@DISEASE_Granulomatosis_with_Polyangiitis,Negative_Correlation
@CHEMICAL_titanium_dioxide,@CHEMICAL_methyl_orange,multitype
@CHEMICAL_titanium_dioxide,@CHEMICAL_Phosphopeptides,multitype
@GENE_ASNS,@DISEASE_615574,multitype
@GENE_ALKBH5,@GENE_GPM6A,multitype
@GENE_MITF,@DISEASE_Waardenburg_Syndrome,Association
@DISEASE_Mucopolysaccharidosis_I,@GENE_IDUA,multitype
@DISEASE_Vascular_Calcification,@GENE_FGF23,multitype
@GENE_NOTCH1,@GENE_JAG1,multitype
@GENE_GFAP,@DISEASE_Gliosis,multitype
@GENE_CREB1,@GENE_CAMP,multitype
@DISEASE_Muscle_Weakness,@GENE_GAA,multitype
@GENE_HSD11B1,@CHEMICAL_Corticosterone,multitype
@DISEASE_Maple_Syrup_Urine_Disease,@GENE_BCKDHA,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_WNK1,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_NTRK1,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_DNMT1,multitype
