gene	drug	regulatory approval	indication	interaction score
ERAS	(S)-XY-05	Not Approved	""	26.10189927944276
ERAS	ATAMPARIB	Not Approved	""	26.10189927944276
HK3	LY3372689	Not Approved	""	17.40126618629517
HK3	THIAMET-G	Not Approved	""	17.40126618629517
HK3	MK-8719	Not Approved	""	17.40126618629517
SLC15A1	ACYCLOVIR	Approved	""	3.480253237259035
SLC15A1	DAUNORUBICIN LIPOSOMAL	Approved	antineoplastic agent	0.2294672464126836
SLC15A1	CANNABIDIOL	Approved	""	2.610189927944276
SLC15A1	[3H]GLYSAR	Not Approved	""	6.960506474518071
SLC15A1	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.1410913474564473
LAMA5	OCRIPLASMIN	Approved	""	1.37378417260225
MFGE8	BRE-3 90Y	Not Approved	""	26.10189927944276
MFGE8	MONOCLONAL ANTIBODY 11D10 ANTI-IDIOTYPE VACCINE	Not Approved	antineoplastic agent	26.10189927944276
MDH2	THERAPEUTIC GONADOTROPIN	Not Approved	""	3.728842754206109
MDH2	EXPECTORANT	Not Approved	""	26.10189927944276
MDH2	CISPLATIN	Approved	""	0.1775639406764814
MDH2	ANTIOXIDANT	Not Approved	""	1.242947584735369
STK36	RO-0505124	Not Approved	""	13.05094963972138
STK36	SB202190	Not Approved	""	1.450105515524598
CD248	ONTUXIZUMAB	Not Approved	antineoplastic agent	156.6113956766566
PADI3	O-F-AMIDINE	Not Approved	""	8.700633093147589
PADI3	CHEMBL:CHEMBL1910971	Not Approved	""	13.05094963972138
NPR3	NESIRITIDE	Approved	cardiovascular agent,for treatment of congestive heart failure	6.525474819860691
NPR3	ANX-042	Not Approved	""	26.10189927944276
NPR3	ATRIAL NATRIURETIC PEPTIDE	Not Approved	for treatment of congestive heart failure	4.350316546573794
NPR3	CARPERITIDE	Not Approved	""	4.350316546573794
RNF130	COSFROVIXIMAB	Not Approved	""	7.457685508412219
RNF130	ANSUVIMAB	Approved	""	7.457685508412219
RNF130	PORGAVIXIMAB	Not Approved	""	7.457685508412219
RNF130	ATOLTIVIMAB	Approved	""	7.457685508412219
RNF130	LARCAVIXIMAB	Not Approved	""	7.457685508412219
RNF130	MAFTIVIMAB	Approved	""	7.457685508412219
RNF130	ODESIVIMAB	Approved	""	7.457685508412219
BBS2	FUNAPIDE	Not Approved	analgesic	0.5437895683217243
BBS2	ATX-II	Not Approved	""	0.5437895683217243
BBS2	XPC-7224	Not Approved	""	3.262737409930345
BBS2	VERATRIDINE	Not Approved	""	0.8156843524825864
BBS2	XPC-5462	Not Approved	""	1.631368704965172
BBS2	RELUTRIGINE	Not Approved	""	0.8156843524825864
BBS2	BATRACHOTOXIN	Not Approved	""	0.6525474819860692
BBS2	&BETA;-SCORPION TOXIN CN2	Not Approved	""	3.262737409930345
BBS2	GNE-616	Not Approved	""	0.4661053442757637
BBS2	PF-04885614	Not Approved	""	1.087579136643448
BBS2	GNE-131	Not Approved	""	0.6525474819860692
BBS2	AM-6120	Not Approved	""	0.6525474819860692
BBS2	AFT-II	Not Approved	""	0.5437895683217243
BBS2	SAXITOXIN	Not Approved	""	0.8156843524825864
BBS2	BC-III	Not Approved	""	0.5437895683217243
BBS2	ZANDATRIGINE	Not Approved	""	1.631368704965172
CHN2	FLUOROURACIL	Approved	""	0.450032746197289
CTBS	7-HYDROXYSTAUROSPORINE	Not Approved	""	0.5019596015277455
CTBS	10-ME-APLOG-1	Not Approved	""	0.9322106885515274
CTBS	RASGRP ACTIVATOR 1	Not Approved	""	2.175158273286897
CTBS	SOTRASTAURIN	Not Approved	""	0.1069749970468965
CTBS	CHELERYTHRINE	Not Approved	""	3.262737409930345
CTBS	BALANOL	Not Approved	""	0.5019596015277455
CTBS	INGENOL MEBUTATE	Approved	antineoplastic agent,for treatment of actinic keratosis	0.4078421762412932
CTBS	Y27632	Not Approved	""	1.631368704965172
KAT2B	CHEMBL:CHEMBL1797708	Not Approved	""	3.866948041398928
KAT2B	CHEMBL:CHEMBL1797709	Not Approved	""	11.60084412419678
KAT2B	ANACARDIC ACID	Not Approved	""	1.657263446313826
KAT2B	CHEMBL:CHEMBL404916	Not Approved	""	8.700633093147589
KAT2B	TRIAZOLAM	Approved	sedative,analgesic	0.3515407310362662
KAT2B	CHEMBL:CHEMBL1797711	Not Approved	""	5.800422062098392
KAT2B	CHEMBL:CHEMBL1797707	Not Approved	""	3.866948041398928
KAT2B	CHEMBL:CHEMBL416038	Not Approved	""	3.866948041398928
KAT2B	CHEMBL:CHEMBL257748	Not Approved	""	3.866948041398928
NDUFAB1	NV-128	Not Approved	""	0.3480253237259035
NDUFAB1	METFORMIN HYDROCHLORIDE	Approved	""	0.3107368961838425
NDUFAB1	ME-344	Not Approved	""	0.3412012977704936
PPOX	GIVOSIRAN	Approved	""	17.40126618629517
PPOX	AMINOLEVULINIC ACID HYDROCHLORIDE	Approved	""	26.10189927944276
CDH3	PF-03732010	Not Approved	""	26.10189927944276
CDH3	PF-06671008	Not Approved	""	26.10189927944276
SLC23A1	ASCORBIC ACID	Approved	""	2.007838406110982
